_id,location,name_pollutant_substance,measurement_results,period,maximum_permissible_concentration,deviation
5260,вул. Зелена - вул. Зубрівська,ангідрид сірчистий,0.104,2021-09-30T00:00:00,0.5,-0.4
5261,проспект Червоної Калини (Верхній Шувар),вуглецю оксид,7.02,2021-09-30T00:00:00,5,2.02
5262,проспект Червоної Калини (Верхній Шувар),азоту оксид,0.271,2021-09-30T00:00:00,0.4,-0.13
5263,проспект Червоної Калини (Верхній Шувар),азоту діоксид,0.289,2021-09-30T00:00:00,0.2,0.09
5264,проспект Червоної Калини (Верхній Шувар),ангідрид сірчистий,0.114,2021-09-30T00:00:00,0.5,-0.39
5265,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,вуглецю оксид,7.29,2021-09-30T00:00:00,5,2.29
5266,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,азоту оксид,0.226,2021-09-30T00:00:00,0.4,-0.17
5267,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,азоту діоксид,0.24,2021-09-30T00:00:00,0.2,0.04
5268,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,ангідрид сірчистий,0.145,2021-09-30T00:00:00,0.5,-0.36
5269,площа Митна,вуглецю оксид,5.72,2021-09-30T00:00:00,5,0.72
5270,площа Митна,азоту оксид,0.185,2021-09-30T00:00:00,0.4,-0.22
5271,площа Митна,азоту діоксид,0.162,2021-09-30T00:00:00,0.2,-0.04
5272,площа Митна,ангідрид сірчистий,0.131,2021-09-30T00:00:00,0.5,-0.37
5273,вул. Дорошенка П. - вул. Словацького Ю.,вуглецю оксид,7.12,2021-09-30T00:00:00,5,2.12
5274,вул. Дорошенка П. - вул. Словацького Ю.,азоту оксид,0.265,2021-09-30T00:00:00,0.4,-0.14
5275,вул. Дорошенка П. - вул. Словацького Ю.,азоту діоксид,0.288,2021-09-30T00:00:00,0.2,0.09
5276,вул. Дорошенка П. - вул. Словацького Ю.,ангідрид сірчистий,0.195,2021-09-30T00:00:00,0.5,-0.31
5277,вул. Шпитальна - вул. Данилишина Д.,вуглецю оксид,3.89,2021-09-30T00:00:00,5,-1.11
5278,вул. Шпитальна - вул. Данилишина Д.,азоту оксид,0.098,2021-09-30T00:00:00,0.4,-0.3
5279,вул. Шпитальна - вул. Данилишина Д.,азоту діоксид,0.114,2021-09-30T00:00:00,0.2,-0.09
5280,вул. Шпитальна - вул. Данилишина Д.,ангідрид сірчистий,0.069,2021-09-30T00:00:00,0.5,-0.43
5281,проспект Чорновола В. – вул. Городоцька,вуглецю оксид,5.62,2021-12-31T00:00:00,5,0.62
5282,проспект Чорновола В. – вул. Городоцька,азоту оксид,0.272,2021-12-31T00:00:00,0.4,-0.128
5283,проспект Чорновола В. – вул. Городоцька,азоту діоксид,0.237,2021-12-31T00:00:00,0.2,0.037
5284,проспект Чорновола В. – вул. Городоцька,ангідрид сірчистий,0.131,2021-12-31T00:00:00,0.5,-0.369
5285,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,5.07,2021-12-31T00:00:00,5,0.07
5286,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.189,2021-12-31T00:00:00,0.4,-0.211
5287,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.204,2021-12-31T00:00:00,0.2,0.004
5288,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.099,2021-12-31T00:00:00,0.5,-0.401
5289,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,вуглецю оксид,6.03,2021-12-31T00:00:00,5,1.03
5290,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,азоту оксид,0.249,2021-12-31T00:00:00,0.4,-0.151
5291,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,азоту діоксид,0.241,2021-12-31T00:00:00,0.2,0.041
5292,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,ангідрид сірчистий,0.125,2021-12-31T00:00:00,0.5,-0.375
5293,"вул. Січових Стрільців – вул. Гнатюка В., акад.",вуглецю оксид,6.62,2021-12-31T00:00:00,5,1.62
5294,"вул. Січових Стрільців – вул. Гнатюка В., акад.",азоту оксид,0.209,2021-12-31T00:00:00,0.4,-0.191
5295,"вул. Січових Стрільців – вул. Гнатюка В., акад.",азоту діоксид,0.121,2021-12-31T00:00:00,0.2,-0.079
5296,"вул. Січових Стрільців – вул. Гнатюка В., акад.",ангідрид сірчистий,0.116,2021-12-31T00:00:00,0.5,-0.384
5297,проспект Чорновола В. – вул. Під Дубом,вуглецю оксид,5.66,2021-12-31T00:00:00,5,0.66
5298,проспект Чорновола В. – вул. Під Дубом,азоту оксид,0.261,2021-12-31T00:00:00,0.4,-0.139
5299,проспект Чорновола В. – вул. Під Дубом,азоту діоксид,0.286,2021-12-31T00:00:00,0.2,0.086
5300,проспект Чорновола В. – вул. Під Дубом,ангідрид сірчистий,0.151,2021-12-31T00:00:00,0.5,-0.349
5301,вул. Личаківська – вул. Пасічна,вуглецю оксид,5.07,2021-12-31T00:00:00,5,0.07
5302,вул. Личаківська – вул. Пасічна,азоту оксид,0.189,2021-12-31T00:00:00,0.4,-0.211
5303,вул. Личаківська – вул. Пасічна,азоту діоксид,0.204,2021-12-31T00:00:00,0.2,0.004
5304,вул. Личаківська – вул. Пасічна,ангідрид сірчистий,0.099,2021-12-31T00:00:00,0.5,-0.401
5305,вул. Антоновича В. – вул. Бандери С. – вул. Русових,вуглецю оксид,3.32,2021-12-31T00:00:00,5,-1.68
5306,вул. Антоновича В. – вул. Бандери С. – вул. Русових,азоту оксид,0.175,2021-12-31T00:00:00,0.4,-0.225
5307,вул. Антоновича В. – вул. Бандери С. – вул. Русових,азоту діоксид,0.15,2021-12-31T00:00:00,0.2,-0.05
5308,вул. Антоновича В. – вул. Бандери С. – вул. Русових,ангідрид сірчистий,0.062,2021-12-31T00:00:00,0.5,-0.438
5309,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",вуглецю оксид,5.41,2021-12-31T00:00:00,5,0.41
5310,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",азоту оксид,0.201,2021-12-31T00:00:00,0.4,-0.199
5311,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",азоту діоксид,0.213,2021-12-31T00:00:00,0.2,0.013
5312,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",ангідрид сірчистий,0.107,2021-12-31T00:00:00,0.5,-0.393
5313,"вул. Стрийська – вул. Сахарова А., акад.",вуглецю оксид,4.95,2021-12-31T00:00:00,5,-0.05
5314,"вул. Стрийська – вул. Сахарова А., акад.",азоту оксид,0.264,2021-12-31T00:00:00,0.4,-0.136
5315,"вул. Стрийська – вул. Сахарова А., акад.",азоту діоксид,0.19,2021-12-31T00:00:00,0.2,-0.01
5316,"вул. Стрийська – вул. Сахарова А., акад.",ангідрид сірчистий,0.118,2021-12-31T00:00:00,0.5,-0.382
5317,вул. Стрийська – вул. Наукова,вуглецю оксид,10.75,2021-12-31T00:00:00,5,5.75
5318,вул. Стрийська – вул. Наукова,азоту оксид,0.306,2021-12-31T00:00:00,0.4,-0.094
5319,вул. Стрийська – вул. Наукова,азоту діоксид,0.349,2021-12-31T00:00:00,0.2,0.149
5320,вул. Стрийська – вул. Наукова,ангідрид сірчистий,0.171,2021-12-31T00:00:00,0.5,-0.329
5321,вул. Виговського І. – вул. Кульпарківська,вуглецю оксид,5.9,2021-12-31T00:00:00,5,0.9
5322,вул. Виговського І. – вул. Кульпарківська,азоту оксид,0.267,2021-12-31T00:00:00,0.4,-0.133
5323,вул. Виговського І. – вул. Кульпарківська,азоту діоксид,0.251,2021-12-31T00:00:00,0.2,0.051
5324,вул. Виговського І. – вул. Кульпарківська,ангідрид сірчистий,0.135,2021-12-31T00:00:00,0.5,-0.365
5325,вул. Шевченка Т. – вул. Левандівська,вуглецю оксид,8.12,2021-12-31T00:00:00,5,3.12
5326,вул. Шевченка Т. – вул. Левандівська,азоту оксид,0.571,2021-12-31T00:00:00,0.4,0.171
5327,вул. Шевченка Т. – вул. Левандівська,азоту діоксид,0.341,2021-12-31T00:00:00,0.2,0.141
5328,вул. Шевченка Т. – вул. Левандівська,ангідрид сірчистий,0.202,2021-12-31T00:00:00,0.5,-0.298
5329,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,вуглецю оксид,4.32,2021-12-31T00:00:00,5,-0.68
5330,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,азоту оксид,0.163,2021-12-31T00:00:00,0.4,-0.237
5331,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,азоту діоксид,0.151,2021-12-31T00:00:00,0.2,-0.049
5332,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,ангідрид сірчистий,0.103,2021-12-31T00:00:00,0.5,-0.397
5333,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",вуглецю оксид,7.15,2021-12-31T00:00:00,5,2.15
5334,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",азоту оксид,0.414,2021-12-31T00:00:00,0.4,0.014
5335,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",азоту діоксид,0.255,2021-12-31T00:00:00,0.2,0.055
5336,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",ангідрид сірчистий,0.22,2021-12-31T00:00:00,0.5,-0.28
5337,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,5.36,2021-12-31T00:00:00,5,0.36
5338,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.288,2021-12-31T00:00:00,0.4,-0.112
5339,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.227,2021-12-31T00:00:00,0.2,0.027
5340,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.083,2021-12-31T00:00:00,0.5,-0.417
5341,вул. Городоцька – вул. Залізнична,вуглецю оксид,7.15,2021-12-31T00:00:00,5,2.15
5342,вул. Городоцька – вул. Залізнична,азоту оксид,0.414,2021-12-31T00:00:00,0.4,0.014
