_id,location,name_pollutant_substance,measurement_results,period,maximum_permissible_concentration,deviation
3987,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.268,2017-03-31T00:00:00,0.2,0.07
3988,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.137,2017-03-31T00:00:00,0.5,-0.36
3989,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,6.8,2017-06-30T00:00:00,5,1.8
3990,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.183,2017-06-30T00:00:00,0.4,-0.22
3991,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.223,2017-06-30T00:00:00,0.2,0.02
3992,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.08,2017-06-30T00:00:00,0.5,-0.42
3993,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,7.52,2017-09-30T00:00:00,5,2.52
3994,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.261,2017-09-30T00:00:00,0.4,-0.14
3995,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.266,2017-09-30T00:00:00,0.2,0.07
3996,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.124,2017-09-30T00:00:00,0.5,-0.38
3997,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,7.5,2017-12-31T00:00:00,5,2.5
3998,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.245,2017-12-31T00:00:00,0.4,-0.16
3999,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.268,2017-12-31T00:00:00,0.2,0.07
4000,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.122,2017-12-31T00:00:00,0.5,-0.38
4001,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,7.81,2018-03-31T00:00:00,5,2.81
4002,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.256,2018-03-31T00:00:00,0.4,-0.14
4003,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.275,2018-03-31T00:00:00,0.2,0.08
4004,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.127,2018-03-31T00:00:00,0.5,-0.37
4005,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,8.73,2018-06-30T00:00:00,5,3.73
4006,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.239,2018-06-30T00:00:00,0.4,-0.16
4007,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.28,2018-06-30T00:00:00,0.2,0.08
4008,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.161,2018-06-30T00:00:00,0.5,-0.34
4009,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,8.89,2018-09-30T00:00:00,5,3.89
4010,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.244,2018-09-30T00:00:00,0.4,-0.16
4011,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.267,2018-09-30T00:00:00,0.2,0.07
4012,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.151,2018-09-30T00:00:00,0.5,-0.35
4013,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,7.04,2018-12-31T00:00:00,5,2.04
4014,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.241,2018-12-31T00:00:00,0.4,-0.16
4015,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.257,2018-12-31T00:00:00,0.2,0.06
4016,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.132,2018-12-31T00:00:00,0.5,-0.37
4017,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,6.06,2019-03-31T00:00:00,5,1.06
4018,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.197,2019-03-31T00:00:00,0.4,-0.2
4019,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.215,2019-03-31T00:00:00,0.2,0.02
4020,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.109,2019-03-31T00:00:00,0.5,-0.39
4021,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,6.83,2019-06-30T00:00:00,5,1.83
4022,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.213,2019-06-30T00:00:00,0.4,-0.19
4023,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.329,2019-06-30T00:00:00,0.2,0.13
4024,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.117,2019-06-30T00:00:00,0.5,-0.38
4025,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,7.26,2019-09-30T00:00:00,5,2.26
4026,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.247,2019-09-30T00:00:00,0.4,-0.15
4027,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.258,2019-09-30T00:00:00,0.2,0.06
4028,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.105,2019-09-30T00:00:00,0.5,-0.4
4029,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,8.28,2019-12-31T00:00:00,5,3.28
4030,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.279,2019-12-31T00:00:00,0.4,-0.12
4031,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.3,2019-12-31T00:00:00,0.2,0.1
4032,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.147,2019-12-31T00:00:00,0.5,-0.35
4033,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2011-03-31T00:00:00,5,null
4034,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2011-03-31T00:00:00,0.4,null
4035,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2011-03-31T00:00:00,0.2,null
4036,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2011-03-31T00:00:00,0.5,null
4037,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2011-06-30T00:00:00,5,null
4038,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2011-06-30T00:00:00,0.4,null
4039,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2011-06-30T00:00:00,0.2,null
4040,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2011-06-30T00:00:00,0.5,null
4041,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2011-09-30T00:00:00,5,null
4042,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2011-09-30T00:00:00,0.4,null
4043,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2011-09-30T00:00:00,0.2,null
4044,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2011-09-30T00:00:00,0.5,null
4045,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2011-12-31T00:00:00,5,null
4046,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2011-12-31T00:00:00,0.4,null
4047,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2011-12-31T00:00:00,0.2,null
4048,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2011-12-31T00:00:00,0.5,null
4049,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2012-03-31T00:00:00,5,null
4050,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2012-03-31T00:00:00,0.4,null
4051,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2012-03-31T00:00:00,0.2,null
4052,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2012-03-31T00:00:00,0.5,null
4053,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2012-06-30T00:00:00,5,null
4054,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2012-06-30T00:00:00,0.4,null
4055,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2012-06-30T00:00:00,0.2,null
4056,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2012-06-30T00:00:00,0.5,null
4057,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2012-09-30T00:00:00,5,null
4058,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2012-09-30T00:00:00,0.4,null
4059,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2012-09-30T00:00:00,0.2,null
4060,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2012-09-30T00:00:00,0.5,null
4061,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2012-12-31T00:00:00,5,null
4062,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2012-12-31T00:00:00,0.4,null
4063,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2012-12-31T00:00:00,0.2,null
4064,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2012-12-31T00:00:00,0.5,null
4065,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2013-03-31T00:00:00,5,null
4066,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2013-03-31T00:00:00,0.4,null
4067,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2013-03-31T00:00:00,0.2,null
4068,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2013-03-31T00:00:00,0.5,null
4069,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2013-06-30T00:00:00,5,null
4070,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2013-06-30T00:00:00,0.4,null
4071,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2013-06-30T00:00:00,0.2,null
4072,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2013-06-30T00:00:00,0.5,null
4073,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2013-09-30T00:00:00,5,null
4074,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2013-09-30T00:00:00,0.4,null
4075,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2013-09-30T00:00:00,0.2,null
4076,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2013-09-30T00:00:00,0.5,null
4077,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2013-12-31T00:00:00,5,null
4078,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2013-12-31T00:00:00,0.4,null
4079,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2013-12-31T00:00:00,0.2,null
4080,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2013-12-31T00:00:00,0.5,null
4081,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2014-03-31T00:00:00,5,null
4082,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2014-03-31T00:00:00,0.4,null
4083,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2014-03-31T00:00:00,0.2,null
4084,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2014-03-31T00:00:00,0.5,null
4085,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2014-06-30T00:00:00,5,null
4086,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2014-06-30T00:00:00,0.4,null
4087,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2014-06-30T00:00:00,0.2,null
4088,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2014-06-30T00:00:00,0.5,null
4089,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2014-09-30T00:00:00,5,null
4090,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2014-09-30T00:00:00,0.4,null
4091,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2014-09-30T00:00:00,0.2,null
4092,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2014-09-30T00:00:00,0.5,null
4093,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2014-12-31T00:00:00,5,null
4094,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2014-12-31T00:00:00,0.4,null
4095,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2014-12-31T00:00:00,0.2,null
4096,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2014-12-31T00:00:00,0.5,null
4097,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2015-03-31T00:00:00,5,null
4098,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2015-03-31T00:00:00,0.4,null
4099,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2015-03-31T00:00:00,0.2,null
4100,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2015-03-31T00:00:00,0.5,null
4101,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2015-06-30T00:00:00,5,null
4102,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2015-06-30T00:00:00,0.4,null
4103,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2015-06-30T00:00:00,0.2,null
4104,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2015-06-30T00:00:00,0.5,null
4105,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2015-09-30T00:00:00,5,null
4106,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2015-09-30T00:00:00,0.4,null
4107,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2015-09-30T00:00:00,0.2,null
4108,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2015-09-30T00:00:00,0.5,null
4109,вул. Городоцька – вул. Залізнична,вуглецю оксид,NA,2015-12-31T00:00:00,5,null
4110,вул. Городоцька – вул. Залізнична,азоту оксид,NA,2015-12-31T00:00:00,0.4,null
4111,вул. Городоцька – вул. Залізнична,азоту діоксид,NA,2015-12-31T00:00:00,0.2,null
4112,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,NA,2015-12-31T00:00:00,0.5,null
4113,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.79,2016-03-31T00:00:00,5,1.79
4114,вул. Городоцька – вул. Залізнична,азоту оксид,0.205,2016-03-31T00:00:00,0.4,-0.2
4115,вул. Городоцька – вул. Залізнична,азоту діоксид,0.229,2016-03-31T00:00:00,0.2,0.03
4116,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.101,2016-03-31T00:00:00,0.5,-0.4
4117,вул. Городоцька – вул. Залізнична,вуглецю оксид,8.49,2016-06-30T00:00:00,5,3.49
4118,вул. Городоцька – вул. Залізнична,азоту оксид,0.25,2016-06-30T00:00:00,0.4,-0.15
4119,вул. Городоцька – вул. Залізнична,азоту діоксид,0.264,2016-06-30T00:00:00,0.2,0.06
4120,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.11,2016-06-30T00:00:00,0.5,-0.39
4121,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.1,2016-09-30T00:00:00,5,1.1
4122,вул. Городоцька – вул. Залізнична,азоту оксид,0.208,2016-09-30T00:00:00,0.4,-0.19
4123,вул. Городоцька – вул. Залізнична,азоту діоксид,0.22,2016-09-30T00:00:00,0.2,0.02
4124,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.093,2016-09-30T00:00:00,0.5,-0.41
4125,вул. Городоцька – вул. Залізнична,вуглецю оксид,7.24,2016-12-31T00:00:00,5,2.24
4126,вул. Городоцька – вул. Залізнична,азоту оксид,0.218,2016-12-31T00:00:00,0.4,-0.18
4127,вул. Городоцька – вул. Залізнична,азоту діоксид,0.238,2016-12-31T00:00:00,0.2,0.04
4128,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.105,2016-12-31T00:00:00,0.5,-0.4
4129,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.74,2017-03-31T00:00:00,5,1.74
4130,вул. Городоцька – вул. Залізнична,азоту оксид,0.221,2017-03-31T00:00:00,0.4,-0.18
4131,вул. Городоцька – вул. Залізнична,азоту діоксид,0.235,2017-03-31T00:00:00,0.2,0.04
4132,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.115,2017-03-31T00:00:00,0.5,-0.39
4133,вул. Городоцька – вул. Залізнична,вуглецю оксид,7.1,2017-06-30T00:00:00,5,2.1
4134,вул. Городоцька – вул. Залізнична,азоту оксид,0.244,2017-06-30T00:00:00,0.4,-0.16
4135,вул. Городоцька – вул. Залізнична,азоту діоксид,0.248,2017-06-30T00:00:00,0.2,0.05
4136,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.148,2017-06-30T00:00:00,0.5,-0.35
4137,вул. Городоцька – вул. Залізнична,вуглецю оксид,7.91,2017-09-30T00:00:00,5,2.91
4138,вул. Городоцька – вул. Залізнична,азоту оксид,0.281,2017-09-30T00:00:00,0.4,-0.12
4139,вул. Городоцька – вул. Залізнична,азоту діоксид,0.29,2017-09-30T00:00:00,0.2,0.09
4140,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.155,2017-09-30T00:00:00,0.5,-0.35
4141,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.94,2017-12-31T00:00:00,5,1.94
4142,вул. Городоцька – вул. Залізнична,азоту оксид,0.225,2017-12-31T00:00:00,0.4,-0.18
4143,вул. Городоцька – вул. Залізнична,азоту діоксид,0.24,2017-12-31T00:00:00,0.2,0.04
4144,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.116,2017-12-31T00:00:00,0.5,-0.38
4145,вул. Городоцька – вул. Залізнична,вуглецю оксид,5.93,2018-03-31T00:00:00,5,0.93
4146,вул. Городоцька – вул. Залізнична,азоту оксид,0.219,2018-03-31T00:00:00,0.4,-0.18
4147,вул. Городоцька – вул. Залізнична,азоту діоксид,0.231,2018-03-31T00:00:00,0.2,0.03
4148,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.108,2018-03-31T00:00:00,0.5,-0.39
4149,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.68,2018-06-30T00:00:00,5,1.68
4150,вул. Городоцька – вул. Залізнична,азоту оксид,0.219,2018-06-30T00:00:00,0.4,-0.18
4151,вул. Городоцька – вул. Залізнична,азоту діоксид,0.234,2018-06-30T00:00:00,0.2,0.03
4152,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.127,2018-06-30T00:00:00,0.5,-0.37
4153,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.91,2018-09-30T00:00:00,5,1.91
4154,вул. Городоцька – вул. Залізнична,азоту оксид,0.226,2018-09-30T00:00:00,0.4,-0.17
4155,вул. Городоцька – вул. Залізнична,азоту діоксид,0.231,2018-09-30T00:00:00,0.2,0.03
4156,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.149,2018-09-30T00:00:00,0.5,-0.35
4157,вул. Городоцька – вул. Залізнична,вуглецю оксид,5.88,2018-12-31T00:00:00,5,0.88
4158,вул. Городоцька – вул. Залізнична,азоту оксид,0.218,2018-12-31T00:00:00,0.4,-0.18
4159,вул. Городоцька – вул. Залізнична,азоту діоксид,0.24,2018-12-31T00:00:00,0.2,0.04
4160,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.128,2018-12-31T00:00:00,0.5,-0.37
4161,вул. Городоцька – вул. Залізнична,вуглецю оксид,6.26,2019-03-31T00:00:00,5,1.26
4162,вул. Городоцька – вул. Залізнична,азоту оксид,0.22,2019-03-31T00:00:00,0.4,-0.18
4163,вул. Городоцька – вул. Залізнична,азоту діоксид,0.228,2019-03-31T00:00:00,0.2,0.03
4164,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.12,2019-03-31T00:00:00,0.5,-0.38
4165,вул. Городоцька – вул. Залізнична,вуглецю оксид,8.75,2019-06-30T00:00:00,5,3.75
4166,вул. Городоцька – вул. Залізнична,азоту оксид,0.288,2019-06-30T00:00:00,0.4,-0.11
4167,вул. Городоцька – вул. Залізнична,азоту діоксид,0.302,2019-06-30T00:00:00,0.2,0.1
4168,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.172,2019-06-30T00:00:00,0.5,-0.33
4169,вул. Городоцька – вул. Залізнична,вуглецю оксид,8.02,2019-09-30T00:00:00,5,3.02
4170,вул. Городоцька – вул. Залізнична,азоту оксид,0.272,2019-09-30T00:00:00,0.4,-0.13
4171,вул. Городоцька – вул. Залізнична,азоту діоксид,0.289,2019-09-30T00:00:00,0.2,0.09
4172,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.157,2019-09-30T00:00:00,0.5,-0.34
4173,вул. Городоцька – вул. Залізнична,вуглецю оксид,7.07,2019-12-31T00:00:00,5,2.07
4174,вул. Городоцька – вул. Залізнична,азоту оксид,0.244,2019-12-31T00:00:00,0.4,-0.16
4175,вул. Городоцька – вул. Залізнична,азоту діоксид,0.255,2019-12-31T00:00:00,0.2,0.06
4176,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.122,2019-12-31T00:00:00,0.5,-0.38
4177,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2011-03-31T00:00:00,5,null
4178,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2011-03-31T00:00:00,0.4,null
4179,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2011-03-31T00:00:00,0.2,null
4180,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2011-03-31T00:00:00,0.5,null
4181,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2011-06-30T00:00:00,5,null
4182,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2011-06-30T00:00:00,0.4,null
4183,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2011-06-30T00:00:00,0.2,null
4184,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2011-06-30T00:00:00,0.5,null
4185,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2011-09-30T00:00:00,5,null
4186,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2011-09-30T00:00:00,0.4,null
4187,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2011-09-30T00:00:00,0.2,null
4188,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2011-09-30T00:00:00,0.5,null
4189,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2011-12-31T00:00:00,5,null
4190,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2011-12-31T00:00:00,0.4,null
4191,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2011-12-31T00:00:00,0.2,null
4192,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2011-12-31T00:00:00,0.5,null
4193,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2012-03-31T00:00:00,5,null
4194,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2012-03-31T00:00:00,0.4,null
4195,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2012-03-31T00:00:00,0.2,null
4196,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2012-03-31T00:00:00,0.5,null
4197,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2012-06-30T00:00:00,5,null
4198,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2012-06-30T00:00:00,0.4,null
4199,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2012-06-30T00:00:00,0.2,null
4200,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2012-06-30T00:00:00,0.5,null
4201,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2012-09-30T00:00:00,5,null
4202,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2012-09-30T00:00:00,0.4,null
4203,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2012-09-30T00:00:00,0.2,null
4204,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2012-09-30T00:00:00,0.5,null
4205,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2012-12-31T00:00:00,5,null
4206,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2012-12-31T00:00:00,0.4,null
4207,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2012-12-31T00:00:00,0.2,null
4208,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2012-12-31T00:00:00,0.5,null
4209,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2013-03-31T00:00:00,5,null
4210,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2013-03-31T00:00:00,0.4,null
4211,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2013-03-31T00:00:00,0.2,null
4212,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2013-03-31T00:00:00,0.5,null
4213,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2013-06-30T00:00:00,5,null
4214,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2013-06-30T00:00:00,0.4,null
4215,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2013-06-30T00:00:00,0.2,null
4216,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2013-06-30T00:00:00,0.5,null
4217,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2013-09-30T00:00:00,5,null
4218,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2013-09-30T00:00:00,0.4,null
4219,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2013-09-30T00:00:00,0.2,null
4220,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2013-09-30T00:00:00,0.5,null
4221,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2013-12-31T00:00:00,5,null
4222,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2013-12-31T00:00:00,0.4,null
4223,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2013-12-31T00:00:00,0.2,null
4224,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2013-12-31T00:00:00,0.5,null
4225,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2014-03-31T00:00:00,5,null
4226,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2014-03-31T00:00:00,0.4,null
4227,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2014-03-31T00:00:00,0.2,null
4228,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2014-03-31T00:00:00,0.5,null
4229,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2014-06-30T00:00:00,5,null
4230,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2014-06-30T00:00:00,0.4,null
4231,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2014-06-30T00:00:00,0.2,null
4232,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2014-06-30T00:00:00,0.5,null
4233,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2014-09-30T00:00:00,5,null
4234,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2014-09-30T00:00:00,0.4,null
4235,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2014-09-30T00:00:00,0.2,null
4236,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2014-09-30T00:00:00,0.5,null
4237,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2014-12-31T00:00:00,5,null
4238,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2014-12-31T00:00:00,0.4,null
